"description","id","user_id","district_id","advertiser_type","params.furniture","params.price1","params.price2","params.builttype","params.m","params.rooms","params.rent","external_id","last_refresh","wolna"
"Do wynajęcia bezpośrednio od właściciela, w wyremontowanym budynku, odnowione, umeblowane mieszkanie o pow. 37 m2 w atrakcyjnej, dobrze skomunikowanej lokalizacji w centrum Poznania przy ul. Głogowskiej 65, dzielnica Grunwald, obręb Łazarz. 

Mieszkanie znajduje się na parterze. W jego skład wchodzą: przestronny pokój dzienny z wnęką sypialną, samodzielna kuchnia, łazienka, i przedpokój. Kuchnia wyposażona w zabudowę z indukcyjną płytą grzewczą, lodówkę i stół z krzesłami. W łazience kabina prysznicowa i pralka. Centralne ogrzewanie miejskie.

Cena wynajmu miesięcznie 1200 zł plus opłaty, które obejmują: centralne ogrzewanie 196 zł, wodę 69 zł/osoba, wywóz śmieci 14 zł/osoba.

Najemca podpisze umowę bezpośrednio z dostawcą energii elektrycznej.

Kaucja zwrotna w kwocie 1200.

Oferta bezpośrednio od właściciela, brak kosztów pośrednika nieruchomości.

Umowa najmu 12 miesięcy z możliwością przedłużenia.
Wynajem dla osób pracujących z udokumentowanym dochodem.

Okolica
Blisko wyższych uczelni, tramwaj, PKP, PKS, Park Wilsona, Palmiarnia, sklep Żabka w budynku.

Opis nie stanowi oferty w rozumieniu przepisów K.C.",595247629,21117567,703,"private","yes","price",1200,"kamienica",37,"one",NA,59576852,2020-03-31 10:52:02,FALSE
"WOLNE OD MAJA lub wcześniej po uzgodnieniu 

Naramowice, ul. Dzięgielowa 

Do wynajęcia luksusowa, nowoczesna kawalerka z własną łazienką i kuchnia, umeblowana i urządzona. 

Dla jednej osoby koszt 1200 zł plus opłaty za wodę i prąd. 

Dla dwóch osób 1400 zł plus opłaty za wodę i prąd. 

Kaucja w wysokości jednego czynszu. 

Do dyspozycji balkon. 

Możliwość wykupienia dostępu do internetu światłowodowego.

W pobliżu liczne sklepy spożywcze, hala sportowa UAM i pływalnia. Wydział geografii i geologii UAM w odległości 500m, matematyka, fizyka, chemia, dziennikarstwo, informatyka, historia - 1km pieszo.

Przystanek autobusowy 187, 198, 348 i 167 przy budynku. Do pętli tramwajowej Sobieskiego około 1.5km pieszo.

Chętnych zapraszam do kontaktu pod numerem 536 824 614",595259145,6696767,709,"private","yes","arranged",1200,"wolnostojacy",23,"one",1,NA,2020-03-31 11:57:25,FALSE
"Mam do wynajęcia piękne studio na Piątkowie w którym remont miał miejsce pół roku temu. Studio posiada swoją łazienkę oraz kuchnię i jest całkowicie niezależne. Metraż to 17 m2. Ogółem w lokalu są jeszcze 3 studia, które łączy jedynie wspólny duży korytarz, w którym znajduje się szafa, a w niej: odkurzacz, mop, miotła. Zarówno na korytarzu wspólnym jak i w kawalerkach są wieszaki na kurtki i miejsce na buty. Mieszkanie znajduje się na os. S. Batorego 79b w ocieplonym bloku z windą i usytuowane jest na II piętrze.

Studio jest świetną alternatywą dla studentów, którzy mają już dość mieszkania w lokalach z dużą ilością pokoi, wspólną kuchnią i łazienką.

Studio dostępne od zaraz, a najpóźniej od 01.05.2020 r.

Na wyposażeniu znajduje się lodówka, mikrofalówka, czajnik, płyta grzewcza, pralka.

W mieszkaniu znajduje się wygodna kanapa, dwudrzwiowa szafa z lustrem, szafki na buty, regały, wieszaki na ubrania, krzesło, stół. Umeblowana kuchnia i w pełni wyposażona łazienka z kabiną prysznicową.

OPŁATY:

Czynsz 1200,00 zł Do kwoty czynszu dochodzi zaliczka za media w kwocie 100,00 zł. W przypadku każdej kolejnej dodatkowej osoby, czynsz wzrasta jedynie o 150,00 zł. Szybki Internet w cenie najmu.

LOKALIZACJA:

Mieszkanie znajduje się minutę od pętli tramwajowej Pestki, z której odjeżdżają tramwaje nr. 12, 14, 15, 16, a tuż obok znajduje się przystanek autobusowy. Dla osób zmotoryzowanych pod blokiem znajduje się parking. Dojazd do centrum komunikacją miejską zajmuje około 15 minut.

Lokalizacja jest idealna dla studentów uczelni UAM Morasko, do której można dojść w około 5 minut.

Pod blokiem znajduje się Żabka, Apteka, a kilka minut od bloku Tesco.

Kaucja jest wymagana tylko i wyłącznie w całości, przy podpisywaniu umowy.

NIE AKCEPTUJEMY ZWIERZĄT",595304610,21117567,709,"private","yes","price",1200,"blok",17,"one",NA,60369920,2020-03-31 15:07:17,FALSE
"Wynajmę NOWĄ kawalerkę (ok 27 m2) przy ul. Głogowskiej 146 w Poznaniu

Koszt - 1450 zł/miesiąc 
Opłaty - 250 zł/miesiąc (czynsz, prąd, gaz, woda, śmieci)
KOSZT CAŁKOWITY - 1700 zł/miesiąc

Kawalerka jest nową inwestycją zlokalizowaną przy ul. Głogowskiej 146
w bezpośrednim sąsiedztwie przystanku tramwajowego, stacji rowerów miejskich, marketu E.Leclerc, apteki, banku, monitorowanego parkingu.
Mieszkanie jest w pełni umeblowane i gotowe do zamieszkania od zaraz. 
Jest to oferta bezpośrednio od właściciela.
Kontakt (użyj formularza kontaktowego) - Pozdrawiam Marcin",595311637,21117567,323,"private","yes","price",1450,"kamienica",27,"one",NA,60370012,2020-03-31 15:39:25,FALSE
"Wynajmę kawalerkę na Wildzie ul. Zmartwychwstańców.
 Mieszkanie na 4 piętrze bez balkonu. Umeblowane ( pralka, lodówka, kuchenka elektryczna, mikrofala, czajnik, tv ) po remoncie w trakcie odświeżania ( odmalowane ściany, łazienka, ) 

Koszt najmu to 900 zł + 380 zł czynsz do spółdzielni. W cenie czynszu znajduje się ciepła zimna woda, ogrzewanie, śmierci, telewizja kablowa internet.
Jedynym dodatkowym kosztem jest prąd co 2 miesiące. Około 60 zł / miesięcznie.

Mieszkanie wolne będzie od 5 kwietnia.

Wymagana kaucja. Zwierzęta nieakceptowane.",595316530,6985741,331,"private","yes","price",900,"blok",20,"one",380,NA,2020-03-31 16:03:08,FALSE
"Wolna od ręki. Zapraszam do kontaktu. 

Wynajmę słoneczną kawalerkę, która znajduje się na trzecim piętrze w niskim ocieplonym bloku zbudowanym z cegły. Mieszkanie jest przytulne, ciepłe umiejscowione blisko ryneczku i kilkaset metrów od Galerii Dębiec. W okolicy znajdują się wszystkie potrzebne na co dzień sklepy, m.in.: Lidl, Biedronka, Żabka, rynek warzywny, sklep budowlany, bankomat, apteki, piekarnie, sklepy spożywcze i wiele innych. 

Mieszkanie jest idealne dla jednej osoby. W kawalerce znajduje się wszystko to co widoczne na zdjęciach.  W budynku jest również rowerownia. Mieszkanie ma 29 metrów kwadratowych i składa się z dużego pokoju, kuchni, korytarza, łazienki i balkonu. Dostępna jest również własne pomieszczenie w piwnicy.

Bardzo dobrze skomunikowane miejsce zarówno dla osób posiadających samochód jak i dla tych co przemieszczają się komunikacją miejską.  Dużo miejsc parkingowych pod blokiem. Blisko pętla tramwajowa oraz przystanki autobusowe. Bardzo miłe i bezproblemowe sąsiedztwo.

Koszt wynajmu to 1200 zł + 300 zł czynsz i prąd płatny raz na dwa miesiące wedle zużycia. Kaucja obowiązkowa wynosi 1500zł. 

Mieszkanie wynajmę najchętniej jednej osobie. Nie jestem zainteresowany wynajmem mieszkania osobie z dzieckiem oraz z psem lub kotem, zwierzątka typu świnka morska czy rybki nie są żadnym problemem :) 

Jestem bezproblemowym właścicielem, który szuka kulturalnej osoby na dłuższy najem. 

W razie pytań proszę o kontakt.",595325018,13379513,695,"private","yes","price",1200,"blok",29,"one",290,NA,2020-03-31 16:40:30,TRUE
"Ładna kawalerka w nowszym budownictwie w bardzo spokojnej części Grunwaldu na ul. Sieradzkiej. 
Świetny dojazdem do centrum ( autobus i tramwaj z ul. Grunwaldzkiej ok. 100 m )
Powierzchnia mieszkania ok. 36 m2: pokój z otwartą kuchnią, korytarzem i łazienką z WC. Kuchnia widna umeblowana, łazienka w płytkach z wanną oraz pralką, na podłodze w pokoju panele. 
Mieszkanie położone na 1 pietrze w budynku z windą, bardzo słoneczne. 
Wolne od zaraz.
Cena najmu: 1100zł+ opłaty 290 zł+ prąd.
Wymagana jednomiesięczna kaucja 1400 zł.
Ofertę prezentuje: Agata Szymczak tel. (użyj formularza kontaktowego), nr licencji zawodowej 3974.",595325269,21117567,323,"business","no","price",1100,"blok",30,"one",NA,60370120,2020-03-31 16:40:13,FALSE
"Do wynajęcia kawalerka w nowoczesnym obiekcie przy ul. Przemysłowej 33 (rok budowy 2018)
Obiekt w bardzo dobrej lokalizacji, blisko centrum oraz dworca PKP, Bezpośrednio przystanki autobusowe, tramwajowe liczne knajpy, restauracje oraz sklepy. 2 min drogi do ryneczku wildeckiego. W pobliżu skwery zieleni.
Mieszkanie umeblowane oraz wyposażone we wszystkie niezbędne sprzęty oraz akcesoria. Posiada balkon (loggię)

Opłaty:
1550zł czynsz najmu
250zł czynsz administracyjny
Łącznie za całość:ok 1800zl
TV oraz internet do uzgodnienia
Tel 605-555-749 .

Zapraszam do oglądania. Ogłoszenie bezpośrednio od właściciela. Bez pośredników",595347718,19245679,713,"private","yes","arranged",1550,"apartamentowiec",33,"one",250,NA,2020-03-31 19:20:06,FALSE
"WOLNE OD ZARAZ!

Do wynajęcia nowoczesna kawalerka na ul. Fredry.

Cena 1500 zł. + media 300 zł. (350 zł dla 2 osób) (woda, gaz, ogrzewanie, wywóz śmieci, administracja) + prąd co dwa miesiące (bardzo niska opłata) Bardzo szybki internet w cenie.

Super lokalizacja!

Kawalerka znajduje się na drugim piętrze w odrestaurowanej kamienicy na rogu ul. Fredry i Kościuszki, zaraz obok Zamku Cesarskiego.

5 minut spacerkiem na UEP i UAM

10 minut na Stary Rynek

100 metrów na przystanek tramwajowy FREDRY

Wyposażenie:

Duża, wygodna, rozkładana kanapa

Szafa z lustrem

Stolik kawowy + 2 krzesła

Aneks kuchenny z zabudowaną lodówka, płytą grzewczą i mikrofalą z opcją grilla.

Nowoczesna łazienka z kabiną prysznicową i pralką

Wymagana kaucja zwrotna 2000zł.

Brak prowizji (ogłoszenie bezpośrednie).

Zapraszam do kontaktu w wiadomości prywatnej.",595348580,7777663,325,"private","yes","price",1500,"kamienica",25,"one",300,NA,2020-03-31 18:32:26,FALSE
"Szukam kobiety do osiedlenia się w kawalerce od 01.04, na wszystkie pytania prosimy o kontakt z numerem telefonu: +48698974965.

Duża, umeblowana kawalerka na Łazarzu w pobliżu Parku Wilsona i Areny do wynajęcia od 1 kwietnia. 
Mieszkanie ma powierzchnię 34m2, w jego skład wchodzi duży pokój o powierzchni 20 m2, osobna kuchnia, łazienka i przedpokój.
W mieszkaniu mogą mieszkać dwie osoby. Mieszkanie jest położone blisko centrum, z pobliskiego przystanku na ul. 
Głogowskiej odjeżdża kilka linii tramwajowych, do Dworca Poznań Główny jest tylko jeden przystanek. 
Spokojna ulica położona w zabytkowej, secesyjnej części Łazarza.
Mieszkanie jest w bloku-plombie pomiędzy kamienicami, jest ciche i słoneczne, wyposażone w meble, pralkę, lodówkę.
W pokoju jest parkiet, w kuchni i łazience - płytki, centralne ogrzewanie i ciepła woda z cieplika.

Koszt wynajmu: 1000 zł + czynsz (około 450 zł) zawierający koszty CO, ciepłej, zimnej wody + liczniki (prąd i gaz).

<U+0421>ena dotyczy dwóch osób.
proszę dzwonić: +48698974965.",595350960,593054701,703,"private","yes","price",500,"blok",34,"one",225,NA,2020-03-31 18:43:55,FALSE
"kawalerka na Piątkowie koło, Campusu na Morasku, 5 minut do PST (Szymanowskiego), do przystanku autobusowego ok. 200m 
sklepy Tesco i Aldi, z miejscem parkingowym
Mieszkanie z balkonem na II piętrze w niskim bloku z 2010 roku.

W mieszkaniu znajdują się dodatkowo: lodówka, pralka, kuchenka elektryczna,  naczynia.

Do dyspozycji piwnica. 
Opłata 1300 zł + czynsz obecnie 350 zł + opłaty wg zużycia (energia elektryczna). Kaucja 1700 zł.

Mieszkanie dostępne od 1 maja 2020.
Telefon: 693907862",595366660,10768869,709,"private","yes","arranged",1300,"blok",32,"one",350,NA,2020-03-31 20:05:26,FALSE
"blisko Campusu na Morasku, 5 minut do PST (Szymanowskiego), 

W pobliżu sklepy Tesco i Aldi,  z miejscem do parkowania na parkingu osiedlowym.
Mieszkanie z balkonem w bloku z 2010r.

W mieszkaniu znajdują się dodatkowo: lodówka, pralka, kuchenka  elektryczna,  naczynia

Do dyspozycji piwnica. 
Opłata 1300 zł + czynsz obecnie 350 zł + opłaty wg zużycia (energia elektryczna). Kaucja 1700 zł.

Mieszkanie dostępne od 1 maja 2020.
Telefon: 693907862",595368545,10768869,709,"private","yes","price",1300,"blok",32,"one",350,NA,2020-03-31 20:25:33,FALSE
"Do wynajęcia mieszkanie na os. Bohaterów II Wojny Światowej na Ratajach.

Mieszkanie wyposażone jest w pralkę, lodówkę i kuchenkę gazową.

Opłaty: 1200,00 zł na wynajem + 300 zł czynsz + prąd i gaz wg zużycia.

Mieszkanie wolne od zaraz.

tel. 669 228 621",595375692,593148026,713,"private","yes","price",1200,"blok",25,"one",300,NA,2020-03-31 20:58:53,FALSE
"Posiadam do wynajęcia częsciowo umeblowaną kawalerkę 25 m2 .Mieszkanie znajduje się na parterze w niskim bloku na Dębcu i składa się z pokoju z aneksem kuchennym ,korytarz, na którym znajduje się szafa oraz łazienka z wc .
Mieszkanie zostało odnowione.
Blisko mieszkania park, rynek ,przychodnia,przystanek autobusowy,poczta,biedronka oraz wiele innych .

Mieszkanie do wynajęcia od zaraz bez pośrednika
Nr telefonu 722-379-856",595375767,6604007,695,"private","no","price",1000,"blok",25,"one",300,NA,2020-03-31 20:59:07,FALSE
"Wynajmę Studio jednoosobowe w bydynku Kamienica Bankowa - Biura & Apartamenty.
Studio gustownie i solidnie umeblowane i wyposażone, podwójne łóżko z czystą pościelą i ręcznikami, szafa ubraniowa, TV LCD, WiFi - wszystko zawarte w cenie. 
Aneks kuchenny: zmywarka, kuchenka, lodówka, ekspres przelewowy, toster jak również naczynia i sztućce.
Minimalny okres najmu 2 tygodnie w cenie 800 PLN, kaucja 500 PLN gotówką lub zabezpieczenie kartą kredytową, płatność z góry.
Cena za najem na 1 miesiąc 1200 PLN.Maksymalny czas najmu 3 miesiace. Dopłata za drugą osobę w apartamencie 300 PLN miesięcznie.
Przy okresie najmu powyżej 1 miesiąca możliwość negocjacji ceny.
Brak dodatkowych opłat - wszystkie media i opłaty w cenie.
Wystawiamy faktury i rachunki.
Sprzątanie studia 1 raz w tygodniu bezpłatnie.
Oferta bezpośrednia, zapraszam na prezentację. 
Posiadamy na wynajem również większe apartmenty 2 i 3 pokojowe.
Zapraszamy!",595377275,8122863,327,"private","yes","price",1200,"kamienica",25,"one",1,NA,2020-03-31 21:08:27,FALSE
"Polecam na wynajem kawalerkę o powierzchni 30 m2. 
Lokal położony na poznańskim Piątkowie w osiedlu Stefana Batorego.
Mieszkanie w dobrym stanie nie wymagające jakichkolwiek nakładów finansowych, składające się z dużego pokoju z wyjściem na balkon, kuchni, łazienki i wc, przedpokoju, do mieszkania przynależy także piwnica.
Standard ogólny: drzwi wejściowe antywłamaniowe, łazienka z wanną oraz wc, ściany gipsowane + malowane, elektryka po wymianie, piony wodno - kanalizacyjne po wymianie,
Lokalizacja: blisko komunikacja miejska, PST, rezerwat Żurawiniec, basen, boiska sportowe, place zabaw, banki, apteki, punkty handlowo - usługowe, Tesco, CH Plaza, Galeria Pestka, Castorama, kampus Uniwersytecki Morasko itp.
Niskie koszty eksploatacji 
Cena najmu: 1.250,00 zł + opłaty eksploatacyjne ok. 270,00 zł ( do SM ) + prąd wg. zużycia
Czynsz najmu za pierwsze trzy miesiące: 1.000,00 zł 
Kaucja : jednomiesięczny czynsz Najmu 
LOKAL DOSTĘPNY OD ZARAZ 
Zapraszam do prezentacji ! Łukasz Senger (użyj formularza kontaktowego)
Numer licencji 20159 
Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu Przepisów Kodeksu Cywilnego.",595377646,21117567,709,"business","no","price",1250,"blok",30,"one",NA,60364608,2020-03-31 21:10:02,FALSE
"Przytulna kawalerka z ładnym balkonem ul Gnieźnieńska/Krańcowa.
W cenie mieszkania miejsce parkingowe, na zamkniętej posesji.Teren monitorowany.
Cena wynajmu 1850 zł +TV/Internet 84 zł, plus prąd co 2 mc.
W pobliżu wiele sklepów, przystanek autobusowy, w okolicy park.Blisko do Śródki.
Cena za wynajem(z czynszem w cenie) na min 24 m-c
Kaucja 1800 zł.",595380087,9409679,723,"private","yes","arranged",1850,"blok",31,"one",1,NA,2020-03-31 21:27:51,FALSE
"24 LATA DOŚWIADCZENIA W NIERUCHOMOŚCIACH, Bezpieczeństwo transakcji.

Nowoczesna kawalerka do wynajęcia , w Centrum Poznania- ulica Wenecjańska.
Taras widokowy na dachu budynku z widokiem na Poznań
Powierzchnia 29m2 + balkon
- w pełni umeblowane - nowe meble/lodówka,zmywarka, okap/
- na podłodze deska barlinecka
- telewizor, stolik, sofa rozkładana, szafa , komoda
- w łazience płytki/ szklany prysznic, pralka/
- klimatyzacja 
- ochrona w budynku + monitoring 
- 2 windy 

Cena 1500zł + czynsz 300zł + prąd co 2 mc. Kaucja 2000zł.
Ulica Wenecjańska –zlokalizowana na Chwaliszewie w Poznaniu, wzdłuż starego koryta Warty.W pobliżu Starego Rynku. 
Najbliższy przystanek MPK 177m - ul. Wielka /A 74,90/ Niedaleko - przystanek tramwajowy /T 8,4,17/",595382607,21117567,327,"business","no","price",1500,"pozostale",29,"one",NA,60283759,2020-03-31 21:43:26,FALSE
"Ślusarska
Mieszkanie wolne od zaraz

Świetna lokalizacja bezpośrednio przy placu Kolegiackim w sercu miasta

Mieszkanie umeblowane
Kanapa narożna rozkładana
Szafa
Stolik
Indukcja
Lodówka
Pralka

Opłaty
1150 PLN całość + prąd co 2 miesiące wg. rachunków.

Kaucja 1150 PLN

Zapraszam

603 756 991",595396558,9071285,327,"private","yes","price",1050,"kamienica",22,"one",100,NA,2020-03-31 23:43:33,FALSE
"Oferuję na wynajem kawalerkę o pow. 26,7 m2 składająca się z kuchni, pokoju i łazienki + korytarz. Mieszkanie położone jest na parterze w 4pietrowym bloku na poznańskich Winogradach (os. Przyjaźni). Dojazd do centrum tramawaj/MPK zajmuje ok. 10 min. Przystanki MPK i tramwaj ok 1.min.
Czynsz najmu 1000 zł/ mc., nie obejmuje czynszu do spółdzielni, który dodatkowo wynosi 270 zł / mc oraz opłaty za prąd i gaz (kuchenka). Ogrzewanie miejskie w czynszu.
Nr tel +48 532 687 370",595397535,62584486,727,"private","yes","arranged",1000,"blok",26.7,"one",270,NA,2020-03-31 23:57:26,FALSE
"W skrócie:
Aktulne 
WOLNA OD : 01 Maja
CENA:  około 1425 z rachunkami
Internet nie wliczony. 
Nie odpowiadam na sms Ewentualnie przez  Olx pytania. 

Wygodna kawalerka o podwyższonym komforcie, ciepła i wygodna.
Wyposażenie
Nowe:
- okna trzyszybowe
- instalacje elektryczne
- tynki i malowanie atrakcyjne kolory
-parkiet odmalowany - dąb
-kabina natryskowa, miska ustępowa, szafki łazienka, lustro, płytki nowoczesne dekory
-ogrzewacz gazowy wody (nie do kaloryferów) JUNKERS po przeglądzie dosłownie 2 miesiące temu

 Umeblowana: duża szafa, duża szafa wnękowa - korytarz, kanapo tapczan, stół, 4 krzesła, lustro. Umeblowanie może być wymienione w zależności od potrzeb - do uzgodnienia.

Lokalizacja
W zasięgu wzroku Termy Maltańskie, Rondo Środka, Przystanek tramwajowy Krańcowa, lub wcześniejszy. Zielona okolica z parkiem, boiskiem placem zabaw. Do sklepów 1 min. Chata Polska,Biedronka, Galeria Malta, Lidl. 5 min. do Swarzędza i VW.

Koszty
z rachunkami około 1425 zł - jedna osoba w zależności od zużycia.
Szczegóły: 
950 czynsz, 350 spółdzielnia, 
rachunek prąd (ok.60 zł zależnie od zużycia ),
gaz około 15 zł 
woda ciepła około 50 zł 
Kaucja 1000  zł +  czynsz z góry.

Wliczone:ogrzewanie - cieplik miejski, woda, śmieci.

Dla kogo
Osoby z dochodami bez zwierząt, max. 2 osoby- niepalące.

Od kiedy
od 1 października

Kiedy można zobaczyć
Po godzinie 17

Czy aktualne 
tak jeśli widzisz to ogłoszenie, jeśli znikło - to wpisz w wyszukiwarkę nazwę, ponieważ mogłem odświeżyć na nowo, jeśli nie ma to nie jest aktualne lub zapisz nr. telefonu.

Wszelkie informacje pod telefonem",595400351,5373357,769,"private","yes","price",950,"blok",30,"one",350,NA,2020-04-01 01:09:44,TRUE
"BEZ POŚREDNIKÓW!!! Do wynajęcia od zaraz ładna kawalerka  w samym centrum Poznania, przy ulicy Topolowej 5.  Bardzo dobra lokalizacja blisko dworca PKS, PKP, Starego Browaru, uczelni. Miłe sąsiedztwo, park. W budynku całodobowa ochrona i monitoring.
Mieszkanie posiada zabudowaną kuchnię, pralkę i lodówkę.

Cena wynajmu za miesiąc to 1200 zł plus opłaty  eksploatacyjne 382,08 zł plus opłaty za prąd co 2 m-ce.
NAPRAWDĘ POLECAM!!!",595420785,574029651,331,"business","no","price",1200,"apartamentowiec",28.26,"one",382.08,NA,2020-04-01 10:27:57,FALSE
"Kawalerka o powierzchni 15,58 metra kwadratowego z łazienką o powierzchni 2,29 metra kwadratowego gotowa do wynajęcia od zaraz. Mieszkanie znajduje się w dzielnicy Jeżyce, minutę od przystanku Żeromskiego oraz w pobliżu Lidla, Biedronki oraz stacji benzynowej. Cena najmu wynosi 1240 zł i wliczone w nią są wszystkie opłaty (prąd, woda, śmieci itd.). W cenie najmu udostępnione jest również łącze internetowe. Pokój posiada własny aneks kuchenny, wyposażony w meble kuchenne, lodówkę, kuchenkę elektryczną dwupalnikową, zlewozmywak oraz wszystkie niezbędne naczynia. Łazienka jest wyposażona w wygodny prysznic, umywalkę oraz lustro. Dodatkowo do dyspozycji wynajmującego są również pralka oraz suszarka. Sugerowana długość najmu: 3 miesiące z możliwością przedłużenia do roku lub dłużej.",595422154,593323829,325,"private","yes","price",1239,"pozostale",18,"one",1,NA,2020-04-01 10:36:47,FALSE
"OFERTA SPECJALNA!!!
Obniżamy kwotę czynszu o 200 zł aż do końca sierpnia 2020!!!
(cena regularna 1600 zł /ms)

Mam do wynajęcia przestronną kawalerkę w samym centrum Poznania. Kawalerka posiada niezależny pokój, nie połączony z kuchnią. Pokój jest duży i w pełni umeblowany, bardzo ładny widok z okna na zielenic znajdujący się przed kamienicą, ulica jest mało ruchliwa i spokojna. Kawalerka zlokalizowana jest na parterze. Kuchnia dość duża doświetlona z małym stołem znajdującym się przy oknie. Przy kuchni znajduje się łazienka z prysznicem, i pralką. 
Lokalizacja idealna, blisko Starego Rynku, 10 min spacerkiem do Starego Browaru, blisko do terenów rekreacyjnych Warty. Blisko do przystanków tramwajowych i autobusowych.  

Mieszkanie jest do wynajęcia od zaraz. Do wynajęcia dla jednej osoby lub dla pary. 

Czynsz 1400 zł 
dodatkowo opłaty na jedną osobę : 
woda: 56,76 zł 
śmieci: 30 zł 
ogrzewanie: 132,12 zł 
domofon: 5,00 zł 
prąd płatny wg zużycia co dwa miesiące. 

Czynsz wraz z opłatami ok: 1630 zł 
W przypadku pary ok: 1710 zł 

Mieszkanie znajduje się przy ul. Karmelickiej 1
Kaucja płatna przy podpisaniu umowy w wysokości jednomiesięcznego czynszu wraz z opłatami.

Serdecznie zapraszam do oglądania !",595441157,20896697,703,"business","yes","price",1400,"kamienica",35,"one",1,NA,2020-04-01 12:15:29,FALSE
"Do wynajęcia przestronna i bardzo jasna kawalerka znajdująca się na 4 piętrze w bloku na skrzyżowaniu Grochowska/Szpitalna. Bardzo atrakcyjna jest lokalizacja mieszkania: przy bloku znajduja się liczne przystanki autobusowe 148, 163, 177, 182, 191, 729 - max 10 min pieszo znajduje się pętla autobusowo tramwajowa Ogrody (tramwaje 2, 7, 11, 17, 18). Naprzeciwko bloku jest siłownia, żabka, apteka, piekarnia i ryneczek. Niedaleko ok 3min od bloku przychodnia lekarza rodzinnego Medyk, troszke dalej biedronka, lidl, centrum handlowe King Cross Marcelin. W okolicach bloku dużo punktów inpost, poczta 10 min pieszo. Mieszkanie nie jest umeblowane. Posiada jednak pralkę oraz kuchenkę elektryczna. Na korytarzu znajduje się zamykana szafa na wieszaki z trzema polkami oraz szafka schowek. 
Opłaty 1200 zł najmu + czynsz ok 400 zł (przy 2 osobach - przy 1 mniej) + prąd co 2 mc wg zużycia. Cena jest do małej negocjacji. Kabel do podłączenia kablówki jest. Internet trzeba sobie załatwić we własnym zakresie. Kaucja zwrotna w wysokości jednego miesięcznego najmu. Właściciel mieszkania bardzo sympatyczny, bezproblemowy. 
Kawalerka może być do wynajęcia od końca kwietnia. Po więcej informacji i zdjęć zapraszam na priv!",595444750,8967673,323,"private","no","price",1200,"blok",371,"one",400,NA,2020-04-01 12:32:58,FALSE
"Do wynajęcia mieszkanie przy ul. Towarowa 37, zlokalizowane w samym sercu Poznania.  Mieszkanie o pow. 36 m2, położone na 12 piętrze w nowoczesnym apartamentowcu ATANERA z 2017 roku. Lokal klimatyzowany, umeblowany w wyższym standardzie. Widok na panoramę miasta w tym najważniejsze atrakcje zamek, teatr wielki, międzynarodowe targi oraz Bałtyk.

LOKALIZACJA

Towarowa 37 znajduje się w samym centrum Poznania. W  pobliżu znajdują się Międzynarodowe Targi Poznańskie, park Karola Marcinkowskiego a także główne atrakcje Poznania, 15 minut pieszo na Stary Rynek.. Niedaleko znajduje się również stacja Poznań Główny i centra handlowe – Poznań City Center Stary Browar ( 1,6 km) oraz główny deptak Półwiejska.
OPŁATY
Kwota najmu 2 300 zł
Opłaty eksploatacyjne 470 zł – w tym ogrzewanie miejskie, woda, śmieci
Prąd wg. zużycia
kaucja w wysokości jednomiesięcznego czynszu zł

PARKING

Dodatkowo możliwość wynajmu miejsca postojowego w monitorowanym garażu podziemnym.
W bezpośrednim sąsiedztwie przebiegają linie tramwajowe, autobusowe oraz kolejowe.",595458849,593397704,327,"private","yes","price",2300,"apartamentowiec",36,"one",470,NA,2020-04-01 13:45:42,FALSE
"Atrakcyjna kawalerka umeblowana i wyposażona w pralkę automatyczną, kuchenkę z piekarnikiem, lodówkę, internet.
Łazienka z prysznicem, ogrzewanie z cieplika miejskiego. Lokalizacja w centrum Jeżyc na ulicy Kraszewskiego.
Czynsz 1200 zł plus opłaty , energia 300 zł. Kaucja 1500 zł.
Preferowany najem długoterminowy.",595463683,28470221,325,"private","yes","price",1200,"kamienica",30,"one",300,NA,2020-04-01 14:01:41,FALSE
"Witam Wynajmę kawalerkę od zaraz o powierzchni 30 m2 na Łazarzu Ul. Lukaszewicza 35. Mieszkanie znajduje się blisko centrum, 20 m od biedronki, 5 min pieszo do przystanków MPK na rynku lazarskim, 10 minut do parku. Mieszkanie składa się z pokoju, osobnej kuchni, korytarza i łazienki, do dyspozycji również piwnica. Pokój i łazienka świeżo po remoncie, reszta pomieszczeń odmalowana i odświeżona. 
Opłaty miesięczne:
Wynajem 1100
Czynsz 340
Internet 50
Prąd i gaz co dwa miesiące w zależności od zużycia ok 100 zł razem
Łącznie na miesiąc ok 1550
Kaucja zwrotna 1000 zł 
Zapraszam",595474428,6790037,323,"private","yes","price",1100,"blok",30,"one",340,NA,2020-04-01 14:37:53,FALSE
