"","Description","Individual","District","RemoteId","ID","Price","Area","FlatDetails.RoomsNum","FlatDetails.Furnished","FlatDetails.Rent","FlatDetails.PriceIncludeRent","FlatDetails.Deposit","point","SellerInfo.ID","Title"
"533","Polecam do najmu komfortową kawalerkę usytuowaną na 5 piętrze budynku przy ulicy Bóżniczej, w ścisłym centrum Poznania. Na powierzchnię 35 m2 składa się: - ustawny pokój z wyposażonym aneksem kuchennym i wyjściem na balkon - hol - łazienka z kabiną prysznicową i pralką Mieszkanie funkcjonalne, przestronne i pełne światła dzięki ekspozycji okien od strony zachodniej. Idealne lokum dla jednej osoby lub pary.  Cena najmu = 1390 zł + 310 zł czynsz do Wspólnoty Mieszkaniowej + prąd wg zużycia. Wymagana kaucja 1800 zł i opłata dla biura nieruchomości. Mieszkanie gotowe do wprowadzenia. Doskonała lokalizacja!  Ścisłe centrum miasta, w odległości spaceru wszelkie wielkomiejskie atrakcje: kawiarnie, restauracje, kina, sklepy oraz tereny zielone i rekreacyjne tj park Cytadela i rejony nadwarciańskie. W odległości 100 metrów przystanki tramwajowe, autobusowe i stacja rowerów miejskich. Zapraszamy na prezentację, dysponujemy kluczami. Kontakt: Sara tel. 662 066 535 Anetta tel. 696 392 392 Za ofertę odpowiada pośrednik z licencją nr 7788. LMS Nieruchomości","FALSE","462",NA,"60401588","1390","35","1","TRUE","310","FALSE","1800",261,"2461514","OKAZJA! Centrum ul. Bóżnicza kawalerka 35 m2"
"534","Wynajmę komfortową kawalerkę.
Idealna do zamieszkania przez jedną osobę ale w kawalerce są dwa łóżka więc dwie osoby bez problemu tu zamieszkają.
Pełne wyposażenie pokoju w szafę, szafki i półki do przechowywania, dwa krzesła i miejsce do pracy lub nauki, telewizor 40' smart.
W kawalerce jest w pełni umeblowany i wyposażony aneks kuchenny. Płyta indukcyjna, zmywarka i lodówka pod blatowa z zamrażalnikiem.
Dodatkowo czajnik i toster.

Aneks kuchenny jest wyposażony w talerze, kubki, szklanki i sztućce dla 6 osób oraz garnki, patelnie i inne przybory kuchenne.

Kawalerka ma przytulną łazienkę z prysznicem (deszczownica) i dodatkowymi szafkami.

Ogrzewanie indywidualne, rozliczane wg. licznika z opcją klimatyzacji latem.

W ramach czynszu 250 PLN miesięcznie cotygodniowe sprzątanie, Internet oraz 
Opłaty za media dodatkowo płatne wg pod-licznika rozliczane co miesiąc.

Oferta bezpośrednia od właściciela bez pośredników.

Napisz lub zadzwoń po szczegóły.
","TRUE","462",NA,"60402589","1400","18","1","TRUE","250","FALSE","2000",261,"2946273","Wynajmę Kawalerkę w pełni umeblowaną i wyposażoną"
"535","MULTIPUNKT Nieruchomości oferuje:CENTRUM / Stary Rynekkawalerka 30m²umeblowana   czynsz 1490złwolne od zaraz* szczegóły oferty *Ulica 23 lutego. Kawalerka mieści się w odrestaurowanej kamienicy. W okolicy Sądu, Placu Cyryla Ratajskiego i Starego Rynku. Budynek jest w stanie idealnym, nowy. Mieszkanie jest nowe (jeszcze niezamieszkałe), świeżo wykończone, w nowoczesnym stylu z zachowaniem oryginalnego charakteru kamienicy. Aranżacja mieszkania wykorzystuje odkrytą cegłę. Mieszkanie jest klimatyzowane, powierzchnia 30m². W kuchni lodówka, płyta indukcyjna, zmywarka, mini piekarnik. W łazience kabina prysznicowa, pralka, w pokoju narożnik rozkładany, stół plus krzesła, mała ława. Ogrzewanie centralne - miejskie, ciepła woda również.W ofercie również drugie, bardzo podobne mieszkanie, piętro wyżej.FILM Czynsz najmu: 1490zł,Opłaty: czynsz 220zł + prąd,Kaucja: 2000zł,  Prowizja: 1190złbrutto,Preferowani najemcy:-    młode osoby pracujące, para, studenci, absolwenciNowe zdjęcia w przygotowaniu, więcej zdjęć na maila.Możliwość oglądania do uzgodnienia.Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.Informacje pod wskazanym numerem od 10:00 do 20:00.","FALSE","462",NA,"60403374","1490","30","1","TRUE","220","FALSE","2000",261,"4057016","Super kawalerka, CENTRUM, Stary Rynek, umeblowana"
"536","SPEKTRUM Nieruchomości ma przyjemność zaprezentować Państwu ofertę ślicznej kawalerki po remoncie kapitalnym do wynajmu ze stałym zameldowaniem, za odstępne.
Kawalerka usytuowana jest na parterze, w zadbanej kamienicy w rejonie ulic Polnej i Jackowskiego.
Mieszkanie nie wymaga żadnych inwestycji:
- nowe okna PVC,
- własne c.o. gazowe,
- pokój w panelach,
- łazienka (z kabiną) w płytkach.
Umowa zostanie w całości oparta o przepisy USTAWY O OCHRONIE PRAW LOKATORÓW(...) i od razu zostanie zawarta na czas nieokreślony, co daje najemcy gwarancję stałego i bezpiecznego zamieszkiwania ze stałym zameldowaniem.
Czynsz (480 zł + media) będzie aktualizowany nie częściej aniżeli raz do roku i tylko o wskaźnik inflacji.
Informacja nt. wysokości odstępnego jak i więcej zdjęć (zamieszczone zdjęcie jest tylko ogólnym poglądem widoku ulicy) zostanie przesłana zainteresowanym za pośrednictwem e-mail'a.","FALSE","462",NA,"60404330","480","29","1","TRUE","50","FALSE","0",260,"432155","Śliczna kawalerka ze stałym meldunkiem za odstępne"
"537"," Samo centrum miasta, kompleks nowych budynków ""Atanera"" tuz przy Galerii Stary Browar, dworca PKP, PKS . Komfortowe budynki z monitoringiem i ochroną.   Do najmu  kawalerka typu studio, całkowicie umeblowana i wyposazona, do najmu od zaraz.Salon połaczony z czescia kuchenna, łaz+wc, holl, duzy balkon na panorame miasta.Umeblowanie, stan całkowicie zgodny z fotkami. Koszty 1600 plus czynsz z mediami ok 350. plus prad. Kaucja 2500zł.  Oferta dla 1, 2 osób (pary), bez zwierzat domowych.   ","FALSE","462","1077/4164/OMW","60405083","1600","35","1","FALSE","0","FALSE","0",260,"114211","Scisłe centrum ul.Towarowa &quot;Ataner&quot;"
"538"," Samo centrum miasta, kompleks nowych budynków ""Atanera"" tuz przy Galerii Stary Browar, dworca PKP, PKS . Komfortowe budynki z monitoringiem i ochroną.   Do najmu  kawalerka typu studio, całkowicie umeblowana i wyposazona, do najmu od zaraz.Salon połaczony z czescia kuchenna, łaz+wc, holl, duzy balkon na panorame miasta.Umeblowanie, stan całkowicie zgodny z fotkami. Koszty 1600 plus czynsz z mediami ok 350. plus prad. Kaucja 2500zł.  Oferta dla 1, 2 osób (pary), bez zwierzat domowych.   ","FALSE","462","1078/4164/OMW","60405090","1600","35","1","FALSE","0","FALSE","0",260,"114211","Scisłe centrum ul.Towarowa &quot;Ataner&quot;"
"539","Ofertę prowadzi: Anna Strzelczyk, tel. 503-042-701Polecam do wynajęcia ładną, przestronną kawalerkę usytuowaną na 1 piętrze niskiego bloku z cegły, na ul. Dmowskiego, niedaleko skrzyżowania ulic Hetmańskiej i Głogowskiej. Mieszkanie o łącznej powierzchni ok. 34 m2 składa się z pokoju (umeblowanie stanowi własność obecnego najemcy) z balkonem, niezależnej, umeblowanej i wyposażonej (lodówka) kuchni z oknem, łazienki z wanną oraz przedpokoju z szafą wnękową. Lokalizacja bloku idealna pod względem komunikacyjnym, bardzo dobre połączenie z centrum. W pobliżu pełna infrastruktura: sklepy, punkty usługowe, rynek Łazarski, przychodnia zdrowia. Oferta idealna dla studentów lub pary pracującej. Czynsz najmu 950 zł + 416 zł koszty eksploatacyjne przy 2 osobach (woda, ogrzewanie, wywóz nieczystości) + prąd i gaz co 2 m-ce. Kontakt: Anna Strzelczyk, tel. 503-042-701","FALSE","462","78260070","60405587","950","34","1","FALSE","0","FALSE","0",260,"14416","kawalerka na Łazarzu"
"540","Kontakt: Anna Strzelczyk 503-042-701Polecam na wynajem bardzo ładną, w pełni umeblowaną kawalerkę o powierzchni ok. 34 m2, składającą się z pokoju połączonego z aneksem kuchennym, z przestronnym balkonem. W przedpokoju mamy dużą szafę wnękową, w łazience  kabina prysznicową i pralka. Mieszkanie usytuowane na 4 piętrze nowszego (2000 r.) budynku z windą i halą garażową. Lokalizacja budynku jest idealna pod względem komunikacyjnym (przystanek tramwajowy przy bloku). W pobliżu pełna infrastruktura. Czynsz najmu 1200 zł + ok. 360 zł koszty eksploatacji. Kaucja - jednokrotność pełnych opłat miesięcznych.Kontakt: Anna Strzelczyk 503-042-701","FALSE","462","78270070","60405588","1200","34","1","FALSE","0","FALSE","1800",260,"14416","przytulna kawalerka na Grunwaldzie"
"541","Dzień dobry.Mam dla Ciebie na wynajem przyjemną, ustawną kawalerkę.Mieszkanie w sam raz dla osoby samotnej lub pary.Mieszkanie o powierzchni 33 m2 składa się z pokoju z dużym oknem i widokiem na park, na zieleń.Z pokoju jest wejście do kuchni, a z korytarza wejście do łazienki z wanną i pralką.Mieszkanie jest wyposażone w niezbędne meble, zostało odświeżone.Jest jasne, przytulne i ciche.Lokal mieści się w wysokim bloku na os. Powstań Narodowych na 3 piętrze. Dojdziesz do niego klatką schodową lub jedną z dwóch wind.Dookoła przyjemnie wyposażona infrastruktura, liczne sklepy, tereny spacerowe, bazarek - wszędzie masz blisko.Czynsz najmu to tylko 1200 zł + opłaty ok. 400 zł.Kaucja 1400 zł.Zainteresowany? Umów się na prezentację i zamieszkaj.Właścicielem ogłoszenia wraz z jej elementami jest Doctor House Nieruchomości sp. z o.o. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych.Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.","FALSE","462","19/7630/OMW","60406584","1200","33","1","FALSE","400","FALSE","0",260,"5377892","Kawalerka na wynajem z widokiem na zieleń Rataje"
"542","Polecam do wynajęcia jasną kawalerkę na poznańskich Ratajach przy Os. Boh. II Wojny Światowej. Ósme piętro, od wschodu, słonecznie; z okien widok na nowotworzony Park Rataje. Sąsiedztwo miłe, atrakcyjna spokojna lokalizacja: pobliski park nad Wartą, blisko politechniki poznańskiej lub AWF (4-5 przystanków tramwajem), bardzo dobry dojazd do centrum (niecałe 10 min tramwajem), pod blokiem sklep spożywczy, plac zabaw i parking. Pobliska pełna infrastruktura tj. parking strzeżony, sklepy usługowe, ryneczek, kościół, biedronka, siłownia, przedszkole, 3 min piechotą do przystanku tramwajowego lub autobusowego. Świeżo odmalowane mieszkanie składa się z pokoju z aneksem kuchennym oraz łazienki i korytarza. Całość lokalu jest umeblowana poza kanapą, stół + 4 krzesła, szafa typu komandor, stolik rtv, oraz szafa w przedpokoju. Wyposażenie AGD kuchni: kuchenka z piekarnikiem, lodówka, natomiast w łazience znajduję się kabina prysznicowa z deszczownicą oraz pralka. Okna plastikowe z roletami wewnętrznymi. Całość lokalu przeszła gruntowny remont, preferowane osoby niepalące, bez dzieci oraz bez zwierząt. Do dyspozycji lokatora jest piwnica. 
Cena wynajmu 1100 zł + 270 zł (czynsz administracyjny przy jednej osobie, zmieniający się nieznacznie w dół lub górę w zależności od zużycia wody) plus pakiet (TV + Internet - 99,80 zł) + prąd (ok. 70 zł co 2 miesiące) i gaz (ok. 19 zł co 2 miesiące) Do mieszkania przynależna jest piwnica. Kaucja zwrotna wysokości 1500 zł. Zapraszam do obejrzenia owego mieszkania, wolne z początkiem Maja. Kontakt od poniedziałku do piątku od godz. 9 do 19. 
Prezentacja Tomasz 790 591 451.","FALSE","462",NA,"60406603","1370","25","1","TRUE","1","FALSE","1500",260,"5156212","Okazja ! Kawalerka po remoncie na Ratajach 1370 zł"
"543","Polecam do wynajęcia kawalerkę o powierzchni 32 m2, położoną w Centrum przy ul. Wierzbowej.Mieszkanie znajduje się na 3 piętrze (w budynku jest winda). Składa się z umeblowanego pokoju, aneksu kuchennego (pralka, płyta elektryczna, piekarnik, lodówka) otwartego na przedpokój i łazienki (z natryskiem). Brak balkonu.Oferta dla osób chcących mieszkać w Centrum a jednocześnie blisko terenów spacerowych nad Wartą.Cena najmu 1400 zł + czynsz administracyjny 300 zł + rachunki za prąd wg. zużycia.Oferta biura nieruchomości. Pośrednik odpowiedzialny za ofertę Monika Jąder tel: +48 608 201 212 .Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczone w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulegać zmianom. Staramy się aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi rzeczywistemu.","FALSE","462",NA,"60407069","1400","32","1","TRUE","300","FALSE","1700",260,"545930","Kawalerka w Centrum w pobliżu Warty"
"544","Do wynajęcia kawalerka na os. Batorego (budynek Atanera). Ma ona powierzchnie 32 m2, na która składa się pokój z aneksem kuchennym i łazienką. Mieszkanie posiada balkon. Jest umeblowane tak jak widać na zdjęciach. Istnieje możliwość dokupienia przez właściciela rozkładanej sofy. W kuchni ze sprzętów AGD jest lodówka i 2 palnikowa płyta elektryczna (brak piekarnika), w łazience-pralka i wanna. Czynsz najmu 1200 zł + czynsz administracyjny 440 zł ( w tym zaliczka na wodę i CO)+ prąd wg zużycia + internet/kablówka we własnym zakresie. Oferta dla 1 osoby lub pary. Zwierzęta (małych gabarytów) mile widziane. Umowa min. na rok. Piętro drugie (ostatnie), brak windy. Klucze dostępne w biurze .Oferta biura nieruchomości. Pośrednik odpowiedzialny za ofertę: Monika Jąder tel: tel. +48 608 201 212 .Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczone w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulegać zmianom. Staramy się aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi","FALSE","462",NA,"60407108","1200","32","1","TRUE","440","FALSE","1640",260,"545930","Kawalerka na Piątkowie, w pobliżu Moraska"
"545","Do wynajęcia kawalerkę na skrzyżowaniu ul. Zwierzynieckiej i Gajowej. Mieszkanie składa się z umeblowanego pokoju z aneksem kuchennym (płyta elektryczna 2-palnikowa, lodówko-zamrażarka, brak piekarnika) z wyjściem na balkon od str. południowej, łazienki (z wanną i pralką) oraz przedpokoju.Cena najmu 1100 zł + czynsz admin. 450 zł (w tym zaliczka na wodę i ogrzewanie) + prąd wg. zużycia + internet/kablówka we własnym zakresie. . Oferta dla 1 osoby lub pary. Kaucja 1550 zł. Budynek z windą. W mieszkaniu jest klimatyzacja. Bardzo dobra lokalizacja pod względem infrastruktury i komunikacji.Klucze w biurze. Oferta biura nieruchomości. Pośrednik odpowiedzialny za ofertę - Monika Jader tel: +48 608 201 212.Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczone w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulegać zmianom. Staramy się aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi rzeczywistemu.","FALSE","462",NA,"60407122","1100","30","1","TRUE","450","FALSE","1550",260,"545930","Kawalerka na Jeżycach w pobliżu Starego ZOO"
"546","Wynajmę umeblowaną kawalerkę na ul.Grunwaldzkiej 280 do przystanku tramwajowego i sklepu spożywczego 50 m cena 1000  + opłaty licznikowe ok 250-300 zł preferowana umowa na 12 mc kontakt 602 647 003","TRUE","462",NA,"60407416","1000","22","1","TRUE","0","FALSE","1000",259,"188648","Wynajmę Apartament kawalerkę"
"547","Zadbana kawalerka blisko centrum miasta. Jeżyce, ul.Mylna 21. Idealna dla jednej osoby lub pary.Zapraszam na prezentację bardzo ładnej kawalerki, jest świeżo odmalowana, bardzo czysta i zadbana.Mieszkanie ma powierzchnię 32m2. W pokoju nowe, jasne panele, dwa okna ładnie doświetlające pokój, w oknach roletki wewnętrzne. Pokój pusty, bez mebli. W kuchni  meble, na wyposażeniu płyta ceramiczna, duża lodówka. W łazience ładne, jasne płytki, kabina prysznicowa, miejsce na pralkę. Znajduje się na 4 piętrze w nowszym bloku z windą. Osiedle jest zamknięte, bardzo ciche i spokojne. Pomimo bliskości centrum miasta i komunikacji miejskiej, tutaj panuje absolutna cisza. Koszt najmu 1000 zł + 330 zl czynsz administracyjny (w tym zaliczki na wodę i ogrzewanie) + prąd.Chcesz zobaczyć to mieszkanie? Zadzwoń teraz i umów się na prezentację.Agent odpowiedzialny za ofertę, licencja nr 569. Kontakt Marta Grzybek, tel.501741688.Więcej ofert wynajmu mieszkań na naszej stronie  Zapraszamy.Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.","FALSE","462","11311","60407812","1000","32","1","FALSE","330","FALSE","1300",259,"583465","Duża kawalerka na zamkniętym osiedlu, ul.Mylna"
"548","Polecam na wynajem kawalerkę o powierzchni 30 m2. Lokal położony na poznańskim Piątkowie w osiedlu Stefana Batorego.Mieszkanie w dobrym stanie nie wymagające jakichkolwiek nakładów finansowych, składające się z dużego pokoju z wyjściem na balkon, kuchni, łazienki i wc, przedpokoju, do mieszkania przynależy także piwnica.Standard ogólny: drzwi wejściowe antywłamaniowe, łazienka z wanną oraz wc, ściany gipsowane + malowane, elektryka po wymianie, piony wodno - kanalizacyjne po wymianie,Lokalizacja: blisko komunikacja miejska, PST, rezerwat Żurawiniec, basen, boiska sportowe, place zabaw, banki, apteki, punkty handlowo - usługowe, Tesco, CH Plaza, Galeria Pestka, Castorama, kampus Uniwersytecki Morasko itp.Niskie koszty eksploatacji Cena najmu: 1.150,00 zł + opłaty eksploatacyjne ok. 300,00 zł ( do SM ) + prąd wg. zużyciaKaucja: 1500 zł LOKAL DOSTĘPNY OD ZARAZ Zapraszam do prezentacji ! Łukasz Senger 791 - 848 - 548Numer licencji 20159 Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu Przepisów Kodeksu Cywilnego.","FALSE","462","550149","60408588","1150","30","1","FALSE","0","FALSE","0",259,"610506","Mieszkanie, 30 m², Poznań"
"549","Poznań - Jeżyce - ul. Kościelna - umeblowana kawalerka z osobną kuchnią, o powierzchni 34 m2- w budynku w drugiej linii zabudowy - a więc jest cicho!- pokój +kuchnia + łazienka + przedpokój;- pokój umeblowany - kanapa, regał, stolik kawowy, 2 fotele, stół, 4 krzesła, komoda, półki na ścianie; - z pokoju jest wyjście na balkon; na oknach - rolety materiałowe;- kuchnia - zabudowa z kuchenką elektryczną i piekarnikiem, mikrofalówką, lodówką, czajnikiem, są też naczynia, sztućce, garnki...- łazienka - kabina prysznicowa, pralka, szafka;- w przedpokoju - szafa trzydrzwiowa - z półkami i drążkiem na wieszaki.Czynsz najmu - 1350 zł + opłaty licznikowe. Opłaty licznikowe pobierane są zaliczkowo -  za ogrzewanie, ogrzewanie wody i utrzymanie części wspólnych - latem 135 zł, zimą 210 zł. Rozliczenie zaliczek - 2 razy w roku.Dodatkowo płatny prąd i woda - zgodnie z otrzymanymi fakturami.Kaucja - 1350 złPreferowany jest Najemca bez zwierząt.MIESZKANIE WOLNE OD ZARAZ.Zapraszam na prezentację - Grażyna Sobek tel. 691 977 681,  Licencja zawodowa 18481Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu art. 66 i następnych Kodeksu Cywilnego","FALSE","462","532696","60408612","1350","34","1","FALSE","0","FALSE","0",259,"7015958","Mieszkanie, 34 m², Poznań"
"550","Wygodna kawalerka do wynajęcia od maja 2020r.   ul. Św. Rocha, tuż obok Rondo Rataje, Politechnika, Posnania, Malta. Bardzo dobra komunikacja (tramwaje, autobusy).   34m2, osobna kuchnia, balkon. Niski blok, 2 piętro.  Pralka, lodówka, szafa (x2), stolik, łóżko, biurko z krzesłem.   Kluczyk do miejsc parkingowych przy bloku.   1300zł najem + 330zł czynsz dodatkowo prąd i gaz wg zużycia (co 2 m-ce).  Możliwość przepisania umowy o internet (światłowód INEA 69zł).  Oferta prywatna - bez pośredników i dodatkowych opłat.","TRUE","462",NA,"60409986","950","34","1","TRUE","330","FALSE","950",259,"3177396","Wynajmę mieszkanie"
"551","Do wynajęcia nowoczesne kawalerki w ścisłym centrum miasta. Lokale całkowicie nowe, w trakcie wykańczania i meblowania. Wykończone wysokiej klasy materiałami.Lokalizacja: - ul. Mostowa 31- 400 metrów od płyty Starego Rynku- komunikacja miejska - Tramwaj (Plac Bernardyński 290m, Małe Garbary 550m), Autobus (Mostowa 150m, Garbary 200m). Dobry dojazd do każdej dzielnicy miasta, uczelni, targów, dworca itp. Budynek:Dobrze utrzymana kamienica, zamykany teren, w budynku pralnia do dyspozycji. Kawalerki znajdują się na piętrze 3/5. Z klatki głównej wejście na wewnętrzny, zamykany i dodatkowo ogrzewany korytarz prowadzący do mieszkań.Mieszkania: Lokale o powierzchni od ok. 20 do 25 m2, składające się z pokoju z aneksem kuchennym i łazienki.Wysokość lokali 3,2m, dobre doświetlenie. Dwie kawalerki posiadają duże balkony na ulicę. W lokalach nowoczesne duże okna, ogrzewanie centralne, na podłogach wysokiej jakości miękka antyalergiczna wykładzina satynowa. Łazienki wykończone włoską glazurą i gresem. Na wyposażeniu meble (kanapa rozkładana, stół, krzesła, kuchnia), lodówki, płyty grzewcze. Na życzenie klienta możliwe dołożenie lub usunięcie mebli. Koszty:Czynsz -  1400 złOpłaty - 250 zł (wszytko łącznie z internetem, prądem, ogrzewaniem, wodą itp.) Brak dodatkowych opłat. Kaucja - zwrotna w wysokości jednego czynszu + opłatyW przypadku wpłaty czynszu z góry za cały okres najmu, jeden czynsz gratis. Jednorazowa Prowizja dla biura w wysokości 825 zł.Zapraszam do oglądania - Jędrzej Żeleźnik, 604 777 878 ","FALSE","462","9030237","60410203","1400","25","1","FALSE","0","FALSE","0",258,"201140","Okazja!Piękna kawalerka z balkonem w centrum"
"552","Do wynajęcia 4 NOWE kawalerki na Jeżycach w Poznaniu przy ul. Wawrzyniaka. Mieszkania, są całkowicie NOWE w restaurowanej kamienicy. Kawalerki w pełnym umeblowaniu i przygotowane do zamieszkania od zaraz.
Jest to pierwsza oferta. Dodatkowe koszty eksploatacyjne to 250 zł ryczałt za za wszystko (prąd, ogrzewanie, gaz, czynsz, wywóz śmieci, woda).Zapraszam do kontaktu tel. 531727273 Marcin","TRUE","462",NA,"60411174","1350","28","1","TRUE","250","FALSE","1600",258,"5434416","NOWE 4 kAWALERKI na Jeżycach przy Wawrzyniaka"
"553","Do wynajęcia przestronna klimatyczna kawalerka . Idealna dla jednej lub dwóch osób .Mieszkanie znajduje się przy skrzyżowaniu ul. Pamiątkowa przy samym przystanku skąd dojedziemy w każdym kierunku miasta (tramwaje i autobusy 10, 2, 29, 71, 243). W pobliżu centrum handlowe, apteka, sklepy spożywcze, siłownia. Bardzo dobry dojazd do uczelni poznańskich.kawalerka wyposażona jak na załączonych zdjęciach. W kawalerce znajduje się aneks kuchenny z płytą, lodówką.Mieszkanie liczy 30m2OPŁATY: 1550 zł + tylko prąd wg zużycia Wymagana Kaucja zwrotna: 1550zł Prowizja jednorazowa: 650 złMieszkanie jest wolne od zaraz.Kontakt telefoniczny","FALSE","462",NA,"60411821","1550","30","1","TRUE","0","FALSE","1550",258,"5674556","Kawalerka bez dodatkowych opłat ul. Pamiątkowa"
"554","Kawalerka z balkonem i z miejscem parkingowym w Centrum Poznania przy Starym Browarze w budynku z 2017 rokuUsytuowana na II piętrze , dla wygody użytkowania jest też winda.Najemca otrzyma do użytku wyposażone luksusowe mieszkanie w budynku z ochroną.Styl klasycznie nowoczesny.Podstawowe informacje:•     powierzchnia przeznaczona pod wynajem 30 mkw jest rozplanowana następująco•     pokój dzienny – 20 mkw mieści mini jadalnię i strefę wypoczynkową z TV, żaluzje w oknach.•     aneks kuchenny- 5 mkw pomysłowo oddzielony od strefy dziennej – wyposażenie: zmywarka, piekarnik, płyta grzejna, szafki•     łazienka – 4 mkw z prysznicem oraz pralką•     hol mini z wieszakami na ubrania•     balkon typu loggia•     widok z okien wprost na park Drwęskich - jest tu zaskakująco cicho, a przecież Górna Wilda to centrum miasta.Otoczenie kawalerka centrum:•     samo Centrum to urodzaj punktów usługowo – handlowych o bogatym asortymencie, doskonała komunikacjaspacerem 5 minut do Starego Browaru potem już kawałeczek do Rynku z Koziołkami.•     przystanki komunikacji miejskiej ul. Królowej Jadwigi, Most Dworcowy, Kaponiera•     port lotniczy ŁAWICA ok. 4 km•     PKP z Galerią AVENIDA – ok.500 mOpłaty kawalerka Niedziałkowskiego•     czynsz najmu 1600 zł•     opłaty administracyjne ok. 110 zł + media wg zużycia.•     miejsce parkingowe w cenie•     wysokość kaucji do uzgodnienia.Zadzwoń i umów się na prezentację - kawalerka wolna od zaraz.W przypadku tej oferty wynagrodzenie naszego biura pokrywa właściciel nieruchomości. ","FALSE","462","152/3953/OMW","60412247","1600","30","1","FALSE","0","FALSE","0",258,"108495","Rezerwacja do 27-04-2020r."
"555","NOWA UMEBLOWANA KAWALERKA! NA NOWYM OSIEDLU! MIEJSCE POSTOJOWE! WOLNE OD MAJA!Na wynajem nowa, umeblowana kawalerka, całkowicie wyposażona, o powierzchni 31m2, położona na 2 piętrze, 4-piętrowego nowego bloku z windą, przy ul. Sielawy. Inwestycja zrealizowana w 2018r.  zachwyca nie tylko nowoczesną architekturą, wysoką jakością wykonania, ale przede wszystkim unikalną lokalizacją z dobrym połączeniem z centrum. Atrakcyjne położenie wraz z bardzo wysokim standardem wykończenia i eleganckim wyposażeniem mieszkania sprawiają, że jest to oferta, która spełni oczekiwania nawet najbardziej wymagających.ROZKŁAD POMIESZCZEŃ: Mieszkanie składa się z pokoju dziennego połączonego z aneksem kuchennym, łazienki i korytarza z garderobą. Z pokoju dziennego jest wyście na przestronny balkon (ok. 7m2).STANDARD NIERUCHOMOŚCI: Mieszkanie jest kompletnie umeblowane. Kuchnia wyposażona jest w płytę elektryczną, lodówkę z zamrażalnikiem, zmywarkę, okap, piekarnik. Przestronny południowo-zachodni balkon daje możliwość rozstawienia mebli ogrodowych i wspaniale nadaje się na spędzenie wolnego czasu nie tylko w letnie dni. Przestronne okna wpuszczają sporo światła dziennego do pomieszczeń. Łazienka wyłożona płytkami, została wyposażona w kabinę prysznicową, podwieszane WC, umywalkę oraz estetyczne szafki i pralkę. W pokoju nie ma telewizora - istnieje opcja doposażenia. W przedpokoju znajduje się sporych rozmiarów szafa. Położenie na 2 piętrze dodatkowo zapewnia wygodę codziennego funkcjonowania. Budynek wykończony jest z dużą dbałością o detale. Klatki schodowe zostały wykończone w nowoczesnym stylu. Budynek posiada domofon oraz windę. Do mieszkania przynależy miejsce postojowe (w cenie najmu). Wjazd na osiedle przez dwa szlabany z dwóch różnych stron. CZYNSZ NAJMU wynosi 1.400 zł. Opłaty administracyjne 320 zł (m.in. woda, ogrzewanie miejskie, śmieci, administracja). Dodatkowo płatny prąd i ewentualnie telewizja i internet. Wymagana kaucja w wysokości 1-miesięcznego czynszu najmu. Wynajmujesz bezpiecznie - licencjonowany pośrednik nieruchomości to gwarantuje. Mieszkanie jest wolne od maja. LOKALIZACJA: Mieszkanie zlokalizowane jest w nowym budynku na ul. Sielawy. Znajduje się ono blisko terenów zielonych a także niedaleko od przystanków autobusowych. Lokalizacja ta pozwala na odpoczynek po ciężkim dniu pracy. Niedaleko sklepy. Polecam i zapraszam na prezentację! Zamieszczona oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.Kontakt: STREFA NIERUCHOMOŚCI Agata Ziętkiewicz, tel. 606 250 270","FALSE","462","102880878","60416065","1400","31","1","FALSE","0","FALSE","0",256,"153924","Nowa i umeblowana kawalerka na Naramowicach"
